Source (A)	Source (B)	Source (C)	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	affect	posemo	negemo	anx	anger	sad	cogproc	insight	cause	discrep	tentat	certain	differ	see	hear	feel	drives	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Sussan Mourad shows us how it's done in her latest post featuring #HMStudioSS15 which drops into stores Thursday  March 12!  See her post: http://bit.ly/1Hsideb	LER	photo	28	37.39	92.33	30.01	25.77	14.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	3.57	0.00	0.00	0.00	0.00	7.14	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	7.14	0.00	3.57	0.00	0.00	3.57
Preview our favourite looks from the upcoming H&M Studio SS15 collection. This season's must-have collection will hit stores this Thursday  March 12. #HMStudioSS15	LER	photo	25	62.61	78.82	1.59	91.14	8.33	32.00	4.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	0.00	4.00	0.00	4.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00
Not long to go! Make sure you get your entries in and vote for your favourite Men's Health Man finalist for 2015 to WIN!  bit.ly/HM_X_MHM	LER	photo	29	92.84	98.06	11.50	99.00	9.67	10.34	10.34	10.34	0.00	0.00	0.00	0.00	10.34	0.00	3.45	0.00	0.00	3.45	3.45	0.00	0.00	0.00	6.90	0.00	3.45	3.45	6.90	0.00	0.00	6.90	3.45	3.45	0.00	0.00	6.90
Meet Seamus Rodden - Fitness & Lifestyle Consultant. one of the Men's Health Finalists for 2015. Check out the style challenge we gave him  and vote for your favourite look (and guy) to WIN! bit.ly/HM_X_MHM	LER	photo	37	96.76	99.00	1.00	99.00	9.25	16.22	8.11	8.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	10.81	5.41	5.41	2.70	2.70	0.00	0.00	5.41	2.70	2.70	0.00	0.00	2.70
Not long to go until the #HMStudioAW15 fashion show in Paris  and you’re invited! Go beyond the front row and get exclusive access with our livestream from 7:20AM at http://hm.com/au/hmstudio on March 5!	LER	photo	39	96.61	69.60	88.50	25.77	19.50	15.38	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00	2.56	2.56	0.00	0.00	7.69	2.56	0.00	0.00	5.13	0.00	0.00	10.26	0.00	7.69	0.00	0.00	5.13
It's Monday morning  which means brand new Deal Of The Week offers across ladies  mens and kids! Prices are valid for one week only!  See the deals: http://bit.ly/HMDEAL	LER	photo	32	89.26	89.42	55.79	25.77	10.67	3.12	0.00	0.00	0.00	0.00	0.00	0.00	3.12	3.12	0.00	0.00	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	3.12	0.00	0.00	6.25
Meet Chris "Bad Boy" Birch  a Men's Health Man finalist for 2015. Check out the style challenge we threw at him  and vote for your favourite look to WIN!  http://bit.ly/HM_X_MHM	LER	photo	36	98.02	99.00	1.00	98.27	12.00	8.33	11.11	8.33	2.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.00	0.00	13.89	5.56	5.56	2.78	2.78	2.78	0.00	8.33	2.78	2.78	0.00	0.00	2.78
Have you seen our Deal Of The Week offers this week? Our fave is this chic summer dress only $10 for this week only!   See the offers: http://bit.ly/HMDEAL	LER	photo	32	54.96	99.00	7.84	81.93	10.67	0.00	3.12	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	3.12	0.00	3.12	3.12
Say hi to Mike Campbell  one of the finalists of the Men's Health Man awards for 2015.   See what style challenge we gave Mike and vote for your favourite look to win! bit.ly/HM_X_MHM	LER	photo	37	98.67	99.00	1.00	99.00	12.33	10.81	10.81	10.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.41	2.70	0.00	13.51	5.41	8.11	2.70	5.41	0.00	0.00	5.41	2.70	2.70	0.00	0.00	2.70
Just a reminder to pick up this month's issue of Men's Health Magazine to get 20% off your next menswear purchase! Your wardrobe will thank you!	LER	photo	26	92.84	99.00	17.46	89.84	13.00	19.23	3.85	3.85	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69
Cool aussie blogger Carmen Hamilton of The Chronicles of Her Blog. is our style icon this week! #HMLife http://bit.ly/17YKkEO	LER	photo	23	87.57	90.38	1.00	93.61	7.67	17.39	4.35	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	4.35	4.35	0.00	0.00	0.00	0.00	0.00	8.70	4.35	4.35	0.00	0.00	4.35
Less water  less energy  less processed – the Conscious Denim Collection is a more sustainable collection with high fashion denim. See some of our favourite pieces below and hit the link for the full range: http://bit.ly/1ahNghA	LER	photo	39	99.00	69.60	17.46	97.19	19.50	20.51	5.13	5.13	0.00	0.00	0.00	0.00	7.69	5.13	0.00	0.00	2.56	0.00	0.00	2.56	0.00	0.00	7.69	2.56	0.00	5.13	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00
Coming soon Brisbane! Don’t forget to come on down to the H&M Sunset Cinemas at River Quay this Fri and Sat.   Come dressed in your ultimate 90’s outfit for your chance to WIN a $100 H&M Voucher to spend in store! Click here: http://bit.ly/1ahGKHO	LER	photo	51	97.83	72.17	66.34	62.94	12.75	11.76	1.96	1.96	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	1.96	0.00	0.00	0.00	1.96	0.00	3.92	0.00	1.96	3.92	1.96	0.00	0.00	1.96	0.00	0.00	0.00	0.00	3.92
Say hi to Michael Danielli  one of the Men's Health Man finalists for 2015. Check out his style challenge  and vote for your favourite look to win!  Enter here: http://bit.ly/HM_X_MHM	LER	photo	36	98.02	97.37	1.00	99.00	12.00	13.89	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.78	2.78	0.00	8.33	2.78	5.56	2.78	2.78	0.00	0.00	8.33	2.78	2.78	0.00	0.00	2.78
Check out our Deal Of The Week offers for this week across ladies  mens and kids! Get shopping  prices are valid for one week only!   See the deals: http://bit.ly/HMDEAL	LER	photo	33	97.09	96.52	16.48	25.77	11.00	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	6.06	3.03	0.00	0.00	3.03	0.00	0.00	6.06	0.00	3.03	0.00	0.00	6.06
Meet Laurie Mock  one of this year's Men's Health Man finalists! Check out his style challenge and vote for the guy that you think has the best look to WIN!   http://bit.ly/HM_X_MHM	LER	photo	37	92.84	98.40	1.00	97.99	12.33	5.41	10.81	8.11	2.70	0.00	2.70	0.00	2.70	2.70	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	10.81	2.70	8.11	5.41	5.41	0.00	0.00	8.11	2.70	2.70	0.00	0.00	5.41
Introducing our Conscious Denim collection! Think contemporary denim essentials made from more conscious materials and more sustainable processes!	LER	photo	18	85.72	86.68	23.51	25.77	9.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	22.22	16.67	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11
Meet Tyson Mayr (a.k.a The Naked Traveller)  one of the Men's Health Man finalists for 2015. Hit the link to check out his style challenge  and vote for your favourite look to WIN return flights  tickets to the Men's Health Man Awards Night and more!  Click here: http://bit.ly/HM_X_MHM	LER	photo	56	99.00	92.33	2.24	99.00	18.67	10.71	7.14	7.14	0.00	0.00	0.00	0.00	1.79	1.79	0.00	0.00	0.00	0.00	0.00	1.79	1.79	0.00	7.14	1.79	5.36	1.79	3.57	0.00	0.00	7.14	3.57	1.79	0.00	0.00	1.79
Go green – wear blue! We’re launching our Conscious Denim collection which is full of denim essentials created from more conscious materials and more sustainable processes. Hit play to find out more!	LER	video	31	89.12	90.14	60.40	99.00	10.33	29.03	6.45	6.45	0.00	0.00	0.00	0.00	16.13	9.68	6.45	0.00	0.00	0.00	0.00	6.45	0.00	0.00	9.68	6.45	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.45
Take the hassle out of shopping with our ultimate trouser guide! Try the regular  for a straight cut trouser with a classic look.  See the range: http://bit.ly/1vM2JjM	LER	photo	32	99.00	73.40	1.00	1.42	10.67	21.88	3.12	0.00	3.12	0.00	0.00	0.00	3.12	0.00	0.00	0.00	3.12	0.00	0.00	6.25	0.00	0.00	9.38	3.12	3.12	0.00	3.12	0.00	0.00	3.12	0.00	0.00	0.00	0.00	3.12
Pick up your copy of this month's Men's Health Magazine Australia to receive 20% off  your next Menswear purchase! *Conditions apply.	LER	photo	21	96.41	99.00	68.01	25.77	10.50	28.57	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76
Get your wardrobe sorted with our mens trouser guide. Try the Slim  with a normal tailored waist and narrow fit through the hip and ankle.  Find your fit: http://bit.ly/16m4EiK	LER	photo	34	95.28	98.02	6.20	25.77	11.33	11.76	0.00	0.00	0.00	0.00	0.00	0.00	5.88	2.94	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	8.82	2.94	2.94	0.00	2.94	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00
New season  new look - where classic silhouette meet new and sporty details. Which look are you?	LER	photo	16	22.13	96.95	95.60	25.77	8.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00
New year  new wardrobe! Have you signed up our Fashion News yet? Make sure you do for all the latest style inspiration and exclusive offers for 2015! http://bit.ly/182lDIf	LER	photo	32	78.67	98.49	55.79	99.00	8.00	15.62	6.25	6.25	0.00	0.00	0.00	0.00	12.50	3.12	3.12	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25	3.12	0.00	3.12	0.00	0.00	0.00	3.12	0.00	0.00	0.00	3.12	6.25
Men's Health Magazine Australia finalist Damien looking slick in his pick for a first date outfit. Shop his look in store now!	LER	photo	22	96.29	96.52	11.00	25.77	11.00	18.18	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	0.00	0.00	9.09	0.00	0.00	4.55	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55
Men's Health Magazine Australia finalists getting their fit on in our sports wear! Entire outfit is only $44.95!	LER	photo	18	74.89	98.62	23.51	25.77	9.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	11.11	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11
We've hit the beach with the Men's Health Magazine Australia finalists! Tough day for H&M HQ!	LER	photo	17	98.92	96.11	1.00	25.77	8.50	17.65	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76
Tennis fever hit our Melbourne's GPO store on Saturday when H&M Global Ambassador Tomas Berdych came to visit. Thank you to everyone who came to meet the tennis champ and take part in the Tomas Berdych Target Challenge. We wish Tomas the best of luck for the Australian Open!	LER	photo	50	97.07	97.69	20.24	99.00	16.67	16.00	10.00	10.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	16.00	6.00	6.00	4.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
The Men's Health Magazine Australia finalists getting a lesson in grooming from LYNX wearing head to toe H&M! Stick around for more on their looks and behind the scenes action!	LER	photo	31	99.00	74.07	39.18	25.77	15.50	19.35	0.00	0.00	0.00	0.00	0.00	0.00	3.23	3.23	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	3.23	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.45
The Men's Health Magazine Australia top 12 contestants kicking off their day wearing #HMAustralia! Stay tuned for our behind the scenes coverage!	LER	photo	22	99.00	96.52	85.21	25.77	11.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	4.55	4.55	4.55	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	9.09
Tomas Berdych has arrived! Come down and take the Tomas Berdych Target Challenge and be in the running to win one of four signed racquets! He'll be here at Melbourne's GPO till noon today.	LER	photo	34	95.28	61.58	81.91	98.87	11.33	20.59	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	5.88	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88
Don't forget - H&M Global Ambassador Tomas Berdych will be in our Melbourne's GPO store this Saturday! Come meet him   take the Tomas Berdych Target Challenge and you could win one of four signed racquets. See you there!  More details here: bit.ly/1AZzibx	LER	photo	44	43.68	94.40	1.00	94.75	11.00	20.45	4.55	4.55	0.00	0.00	0.00	0.00	2.27	0.00	0.00	2.27	0.00	0.00	0.00	2.27	0.00	0.00	11.36	4.55	4.55	2.27	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55
Our favourite sport picks! What's yours?  See the full collection at http://bit.ly/1A9TAxj	LER	photo	17	73.36	99.00	6.20	98.87	5.67	11.76	5.88	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	5.88	5.88
Watch tennis champion and H&M Global Ambassador Tomas Berdych in his element.   Click here http://bit.ly/1AZzibx to find out how to meet him in person at Melbourne's GPO next Saturday 17th Jan!	LER	video	36	92.84	86.68	23.51	77.00	18.00	19.44	2.78	2.78	0.00	0.00	0.00	0.00	5.56	2.78	2.78	0.00	0.00	0.00	0.00	2.78	2.78	0.00	5.56	2.78	2.78	2.78	0.00	0.00	0.00	2.78	0.00	0.00	0.00	0.00	2.78
What a year! We've had the most amazing experiences launching in Australia and we're blown away by all the support. Check out some of our highlights and stay tuned for more exciting things happening in 2015!	LER	photo	36	95.17	95.20	58.07	99.00	12.00	22.22	8.33	8.33	0.00	0.00	0.00	0.00	11.11	0.00	2.78	0.00	5.56	2.78	0.00	0.00	0.00	0.00	11.11	8.33	0.00	0.00	2.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56
Christmas Eve is finally here! We've got you covered with all your last minute buys!	LER	photo	15	8.19	99.00	98.01	25.77	7.50	20.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	13.33	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.33
Congrats Tania ! You are our final winner for #HM12DAYSOFGIVING! Email info.au@hm.com with your mailing details!	LER	status	18	74.89	99.00	4.97	98.27	6.00	22.22	5.56	5.56	0.00	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	5.56	5.56	5.56	5.56	0.00	0.00	11.11	0.00	11.11	0.00	0.00	16.67
Congratulations Ratana K. Mao! You are our winner of today's $50 gift card! Stay tuned for the 12th and final day of our #HM12DAYSOFCHRISTMAS!	LER	status	24	87.83	99.00	23.51	92.40	6.00	8.33	4.17	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	8.33	4.17	4.17	4.17	0.00	0.00	8.33	4.17	4.17	0.00	0.00	12.50
Congrats Vees Vees! You are our winner! Please email info.au@hm.com so we can get your prize off to you!	LER	status	22	20.93	99.00	2.40	99.00	7.33	4.55	13.64	13.64	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.73	9.09	9.09	4.55	13.64	0.00	0.00	4.55	0.00	4.55	0.00	0.00	13.64
Congratulations Mirela Kraljevic! You are the winner of Day 8 of #HM12DAYSOFGIVING! Please email us at info.au@hm.com. Stay tuned for Day 9!	LER	status	25	97.89	97.69	43.37	99.00	6.25	12.00	8.00	8.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	4.00	4.00	4.00	4.00	0.00	0.00	8.00	0.00	8.00	0.00	0.00	12.00
And the winner of our #HM12DAYSOFGIVING Day 7 is....Nena Alvarez! Congratulations! Stay tuned for Day 8!	LER	status	17	92.84	88.03	28.81	98.87	5.67	17.65	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	5.88	5.88	5.88	5.88	0.00	0.00	5.88	0.00	5.88	0.00	0.00	17.65
Congrats Nicole Li  Lee Minah  Mellissa Pinto  Mandy Yu and Sharon Phillipa! You are the winners of Day 6 of #HM12DAYSOFGIVING! Please email info.au@hm.com!	LER	status	27	92.84	86.68	1.22	99.00	9.00	18.52	7.41	7.41	0.00	0.00	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	3.70	3.70	3.70	0.00	0.00	11.11	0.00	7.41	0.00	0.00	11.11
Get the Ashley Benson look with this cool and clean edit of flirty #HMDivided separates.   Shop her look in store now! http://bit.ly/1qhy2dH	LER	photo	27	92.84	64.46	4.97	99.00	9.00	7.41	7.41	7.41	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	3.70	7.41	0.00	3.70	7.41	3.70	0.00	0.00	3.70	0.00	0.00	7.41	3.70	3.70	0.00	0.00	3.70
Congratulations Hayley Jane Dunn! You are the winner of Day 5 of our #HM12DAYSOFGIVING with your tips to updating your space! Please email is at info.au@hm.com. Stay tuned for Day 6...you've gotta be in it to win it!	LER	photo	42	86.96	99.00	37.24	99.00	10.50	7.14	7.14	7.14	0.00	0.00	0.00	0.00	2.38	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	2.38	4.76	4.76	4.76	0.00	0.00	7.14	0.00	4.76	0.00	0.00	7.14
And the winner of our Day 4 #HM12DAYSOFGIVING competition is....Stjepanka Ljubas! You have won a $50 gift card for yourself and one for your BFF Tina! Please email info.au@hm.com. Stay tuned for Day 5!	LER	photo	38	86.18	99.00	4.05	99.00	9.50	10.53	7.89	7.89	0.00	0.00	0.00	0.00	2.63	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.16	5.26	7.89	5.26	5.26	0.00	0.00	7.89	0.00	5.26	0.00	0.00	7.89
Gift pick of the day! We love these super festive glitter dipped candles  in store at Melbourne's GPO now!	LER	photo	19	96.69	94.27	50.35	99.00	9.50	21.05	15.79	15.79	0.00	0.00	0.00	0.00	5.26	0.00	5.26	0.00	0.00	0.00	0.00	5.26	0.00	0.00	15.79	10.53	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53
Congratulations Blake Riley! You are the winner of Day 3 of our #HM12DAYSOFGIVING competition. Enjoy your $100 gift card! Email info.au@hm.com to get your prize out to you!	LER	photo	31	92.84	99.00	2.96	99.00	7.75	9.68	9.68	9.68	0.00	0.00	0.00	0.00	3.23	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.13	3.23	9.68	6.45	9.68	0.00	0.00	6.45	0.00	6.45	0.00	0.00	9.68
Congratulations Cat Woods! You are the winner of Day 2 of #HM12DAYSOFGIVING with your summer BBQ must haves! You have a $100 H&M gift voucher heading your way! Please email us at info.au@hm.com. Stay tuned for Day 3!	LER	photo	42	90.21	99.00	23.51	95.81	8.40	9.52	4.76	4.76	0.00	0.00	0.00	0.00	4.76	2.38	0.00	2.38	0.00	2.38	0.00	0.00	0.00	0.00	4.76	2.38	2.38	2.38	2.38	0.00	0.00	4.76	0.00	4.76	0.00	0.00	9.52
Congratulations Aakansha Acharyya Bhaduri! You are the winner of Day 1 of our #HM12DAYSOFGIVING competition! A $150 gift card is coming your way! Please email us at social.au@hm.com to claim your prize. Stay tuned for Day 2's competition hitting your feed shortly!	LER	photo	46	87.57	99.00	16.76	99.00	9.20	19.57	6.52	6.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.22	6.52	8.70	6.52	4.35	0.00	0.00	4.35	0.00	4.35	0.00	0.00	8.70
"If you can’t be better than your competition  just dress better." Anna Wintour.   This week on #HMLife: the best fashion quotes to inspire your weekend. http://bit.ly/12TEWAr	LER	photo	30	69.57	74.76	43.37	99.00	7.50	20.00	13.33	13.33	0.00	0.00	0.00	0.00	13.33	3.33	0.00	3.33	3.33	0.00	10.00	0.00	0.00	0.00	13.33	0.00	13.33	6.67	10.00	0.00	0.00	6.67	0.00	3.33	0.00	0.00	0.00
Give the perfect gift this year  and surprise someone with an H&M shopping spree! Grab a gift card in store now!	LER	photo	22	96.29	81.84	11.00	99.00	11.00	18.18	9.09	9.09	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09
The next part of our collaboration with Whatwouldkarldo.com is live on her blog! Inspo for a perfect party look!   See the shoot here: http://bit.ly/1wsfTT1	LER	photo	30	98.46	90.87	1.00	99.00	10.00	10.00	6.67	6.67	0.00	0.00	0.00	0.00	3.33	0.00	0.00	0.00	0.00	3.33	0.00	6.67	0.00	0.00	13.33	10.00	0.00	0.00	3.33	0.00	0.00	3.33	0.00	0.00	0.00	0.00	6.67
Gift of the day! Shop stocking stuffers for the serious sunnies addict in store now!  Find us: http://bit.ly/1qhy2dH	LER	photo	23	99.00	80.77	27.39	1.00	7.67	17.39	4.35	0.00	4.35	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	8.70
Our #OOTD is all about a racerback  sky high heels and the perfect clutch!	LER	photo	14	83.00	92.33	13.15	99.00	14.00	14.29	7.14	7.14	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	21.43	7.14	0.00	7.14	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
Gift pick of the day! Be beach ready with our printed beach towels  from only $14.95!   Find us: http://bit.ly/1qhy2dH	LER	photo	24	92.84	95.20	1.79	92.40	8.00	4.17	4.17	4.17	0.00	0.00	0.00	0.00	8.33	4.17	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	8.33
This week on #HMLife: Blake Lively a.k.a Mrs Reynolds is currently having a moment as one of the chicest mums-to-be in Hollywiood! http://bit.ly/1yGjNFh	LER	photo	31	99.00	74.07	20.84	83.22	15.50	16.13	3.23	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	3.23	0.00	0.00	0.00	9.68	3.23	3.23	0.00	0.00	3.23
Gift pick of the day! We love this Celfie tee for your fashionable BFF  only $14.95!   Find your store: http://bit.ly/1qhy2dH	LER	photo	25	81.40	99.00	1.59	91.14	8.33	4.00	4.00	4.00	0.00	0.00	0.00	0.00	8.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	12.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	8.00
Get your bikini on in store now! Our pick of the week is this classic ruffled number as seen on watermeloncrush.com.  See the full shoot here: http://bit.ly/1HNKGMN	LER	photo	32	92.84	89.42	35.37	25.77	10.67	12.50	0.00	0.00	0.00	0.00	0.00	0.00	3.12	0.00	3.12	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	3.12	0.00	0.00	3.12	0.00	0.00	3.12	0.00	0.00	0.00	0.00	3.12
Happy home gifts for you from $5.95 in store at Melbourne's GPO now! Buy now  thank us later!	LER	photo	18	92.84	98.62	87.07	99.00	9.00	5.56	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11
Whatwouldkarldo.com in H&M part two this week is just what we needed for our Friday afternoon! We love her take on chic neutrals!  Shot by Karen Woo.	LER	photo	29	68.40	99.00	3.81	85.87	9.67	10.34	3.45	3.45	0.00	0.00	0.00	0.00	3.45	0.00	0.00	3.45	0.00	0.00	0.00	0.00	0.00	0.00	17.24	13.79	0.00	0.00	3.45	0.00	0.00	0.00	3.45	0.00	0.00	0.00	6.90
Got what it takes? If you're constantly inspired  outgoing and creative we want you to join our Brisbane team as a Visual Merchandiser!   What are you waiting for? Apply now: http://bit.ly/1ydVLkS	LER	photo	35	21.75	99.00	1.94	99.00	8.75	22.86	8.57	8.57	0.00	0.00	0.00	0.00	11.43	2.86	2.86	5.71	2.86	0.00	2.86	0.00	0.00	0.00	20.00	11.43	5.71	0.00	5.71	0.00	0.00	2.86	0.00	0.00	0.00	5.71	2.86
Gifts for the home from $5.95 means the perfect way to bring some magic to your space this season!   Shop home in store at Melbourne's GPO now!	LER	photo	27	99.00	77.05	92.47	88.52	13.50	7.41	3.70	3.70	0.00	0.00	0.00	0.00	11.11	3.70	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41
Take the stress out of holiday shopping with #HMHoliday gift cards! You choose the amount  they choose the gift..win-win!  Find your store: http://bit.ly/1qhy2dH	LER	photo	30	98.46	95.20	10.08	84.54	10.00	10.00	10.00	6.67	3.33	3.33	0.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	6.67	6.67	10.00	0.00	0.00	6.67	0.00	3.33	0.00	0.00	6.67
